DIAGNOSISCODE,DIAGNOSISCODEDESCRIPTION,PARENTDIAGNOSISCODE,DIAGNOSISCODESET,DIAGNOSISCODEGROUP,SUBCATEGORY
R87621,Atyp squam cell not excl hi grd intrepith lesn cyto smr vagn,R8762,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R87628,Other abnormal cytological findings on specimens from vagina,R8762,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R87623,High grade intrepith lesion cyto smr vagn (HGSIL),R8762,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R87622,Low grade intrepith lesion cyto smr vagn (LGSIL),R8762,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R87625,Unsatisfactory cytologic smear of vagina,R8762,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R8781,High risk HPV DNA test positive from female genital organs,R878,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R8789,Oth abnormal findings in specmn from female genital organs,R878,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R87810,Cervical high risk HPV DNA test positive,R8781,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R87811,Vaginal high risk HPV DNA test positive,R8781,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R87820,Cervical low risk HPV DNA test positive,R8782,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R87821,Vaginal low risk HPV DNA test positive,R8782,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R880,Cloudy (hemodialysis) (peritoneal) dialysis effluent,R88,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R888,Abnormal findings in other body fluids and substances,R88,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R890,Abnormal level of enzymes in specimens from oth org/tiss,R89,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R895,Abnormal microbiolog findings in specimens from oth org/tiss,R89,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R893,Abn lev substnc nonmed source in specmn from oth org/tiss,R89,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R892,Abn lev drug/meds/biol subst in specimens from oth org/tiss,R89,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R899,Unsp abnormal finding in specimens from oth org/tiss,R89,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R897,Abnormal histolog findings in specimens from oth org/tiss,R89,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R894,Abnormal immunolog findings in specimens from oth org/tiss,R89,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R898,Oth abnormal findings in specimens from oth org/tiss,R89,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R891,Abnormal level of hormones in specimens from oth org/tiss,R89,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R896,Abnormal cytological findings in specimens from oth org/tiss,R89,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R900,Intcrn space-occupying lesion found on dx imaging of cnsl,R90,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R9082,"White matter disease, unspecified",R908,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R9089,Oth abnormal findings on diagnostic imaging of cnsl,R908,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R9081,Abnormal echoencephalogram,R908,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R911,Solitary pulmonary nodule,R91,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R918,Other nonspecific abnormal finding of lung field,R91,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R921,Mammographic calcifcn found on diagnostic imaging of breast,R92,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R928,Oth abn and inconclusive findings on dx imaging of breast,R92,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R920,Mammographic microcalcification found on dx imaging of brst,R92,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R922,Inconclusive mammogram,R92,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R939,Dx imaging inconclusive due to excess body fat of patient,R93,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R936,Abnormal findings on diagnostic imaging of limbs,R93,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R931,Abnormal findings on dx imaging of heart and cor circ,R93,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R930,"Abnormal findings on dx imaging of skull and head, NEC",R93,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R937,Abnormal findings on diagnostic imaging of prt ms sys,R93,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R935,"Abn findings on dx imaging of abd regions, inc retroperiton",R93,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R938,Abnormal findings on diagnostic imaging of body structures,R93,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R932,Abnormal findings on dx imaging of liver and biliary tract,R93,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R933,Abnormal findings on dx imaging of prt digestive tract,R93,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R934,Abnormal findings on diagnostic imaging of urinary organs,R93,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R9341,"Abn radlgc find on dx imaging of renal pelv,ureter,or blddr",R934,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R9341,"Abn radlgc find on dx imaging renal pelv, ureter, or blddr",R934,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R9349,Abn radlgc findings on dx imaging of other urinary organs,R934,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R93421,Abnormal radiologic findings on dx imaging of r kidney,R9342,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R93429,Abnormal radiologic findings on dx imaging of unsp kidney,R9342,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R93422,Abnormal radiologic findings on dx imaging of left kidney,R9342,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R9389,Abnormal findings on dx imaging of oth body structures,R938,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R93812,Abnormal radiologic findings on dx imaging of left testicle,R9381,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R93813,"Abnormal radlgc findings on dx imaging of testicles, bi",R9381,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R93819,Abnormal radiologic findings on dx imaging of unsp testicle,R9381,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R93811,Abnormal radiologic findings on dx imaging of right testicle,R9381,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R947,Abnormal results of other endocrine function studies,R94,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R940,Abnormal results of function studies of cnsl,R94,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R942,Abnormal results of pulmonary function studies,R94,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R946,Abnormal results of thyroid function studies,R94,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R948,Abnormal results of function studies of organs and systems,R94,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R943,Abnormal results of cardiovascular function studies,R94,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R944,Abnormal results of kidney function studies,R94,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R945,Abnormal results of liver function studies,R94,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R9409,Abnormal results of function studies of cnsl,R940,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R9402,Abnormal brain scan,R940,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R9401,Abnormal electroencephalogram [EEG],R940,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R94110,Abnormal electro-oculogram [EOG],R9411,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R94113,Abnormal oculomotor study,R9411,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R94118,Abnormal results of other function studies of eye,R9411,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R94111,Abnormal electroretinogram [ERG],R9411,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R94121,Abnormal vestibular function study,R9412,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R94120,Abnormal auditory function study,R9412,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R94128,Abn results of function studies of ear and oth sp senses,R9412,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R94131,Abnormal electromyogram [EMG],R9413,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R94130,"Abnormal response to nerve stimulation, unspecified",R9413,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R94138,Abnormal results of function studies of prph nervous sys,R9413,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R9439,Abnormal result of other cardiovascular function study,R943,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R9431,Abnormal electrocardiogram [ECG] [EKG],R943,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R9430,"Abnormal result of cardiovascular function study, unsp",R943,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R971,Elevated cancer antigen 125 [CA 125],R97,ICD10,ABNORMAL TUMOR MARKERS (R97),
R970,Elevated carcinoembryonic antigen [CEA],R97,ICD10,ABNORMAL TUMOR MARKERS (R97),
R978,Other abnormal tumor markers,R97,ICD10,ABNORMAL TUMOR MARKERS (R97),
R972,Elevated prostate specific antigen [PSA],R97,ICD10,ABNORMAL TUMOR MARKERS (R97),
R9720,Elevated prostate specific antigen [PSA],R972,ICD10,ABNORMAL TUMOR MARKERS (R97),
R9721,Rising PSA fol treatment for malignant neoplasm of prostate,R972,ICD10,ABNORMAL TUMOR MARKERS (R97),
R39,Oth and unsp symptoms and signs involving the GU sys,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE GENITOURINARY SYSTEM (R30-R39),
R358,Other polyuria,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE GENITOURINARY SYSTEM (R30-R39),
R69,"Illness, unspecified",,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R41,Oth symptoms and signs w cognitive functions and awareness,,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R50,Fever of other and unknown origin,,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R65,Symp and signs specifically assoc w sys inflam and infct,,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R40,"Somnolence, stupor and coma",,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R21,Rash and other nonspecific skin eruption,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE SKIN AND SUBCUTANEOUS TISSUE (R20-R23),
R51,Headache,,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R23,Other skin changes,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE SKIN AND SUBCUTANEOUS TISSUE (R20-R23),
R37,"Sexual dysfunction, unspecified",,ICD10,SYMPTOMS AND SIGNS INVOLVING THE GENITOURINARY SYSTEM (R30-R39),
R85,Abnormal findings in specimens from dgstv org/abd cav,,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF OTHER BODY FLUIDS, SUBSTANCES AND TISSUES, WITHOUT DIAGNOSIS (R83-R89)",
R17,Unspecified jaundice,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE DIGESTIVE SYSTEM AND ABDOMEN (R10-R19),
R52,"Pain, unspecified",,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R55,Syncope and collapse,,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R740,Nonspec elev of levels of transamns & lactic acid dehydrgnse,,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R99,Ill-defined and unknown cause of mortality,,ICD10,ILL-DEFINED AND UNKNOWN CAUSE OF MORTALITY (R99),
R78,"Find of drugs and oth substnc, not normally found in blood",,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R80,Proteinuria,,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R53,Malaise and fatigue,,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R20,Disturbances of skin sensation,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE SKIN AND SUBCUTANEOUS TISSUE (R20-R23),
R48,"Dyslexia and oth symbolic dysfunctions, NEC",,ICD10,SYMPTOMS AND SIGNS INVOLVING SPEECH AND VOICE (R47-R49),
R57,"Shock, not elsewhere classified",,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R64,Cachexia,,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R00,Abnormalities of heart beat,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE CIRCULATORY AND RESPIRATORY SYSTEMS (R00-R09),
R13,Aphagia and dysphagia,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE DIGESTIVE SYSTEM AND ABDOMEN (R10-R19),
R19,Oth symptoms and signs involving the dgstv sys and abdomen,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE DIGESTIVE SYSTEM AND ABDOMEN (R10-R19),
R10,Abdominal and pelvic pain,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE DIGESTIVE SYSTEM AND ABDOMEN (R10-R19),
R27,Other lack of coordination,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE NERVOUS AND MUSCULOSKELETAL SYSTEMS (R25-R29),
R61,Generalized hyperhidrosis,,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R26,Abnormalities of gait and mobility,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE NERVOUS AND MUSCULOSKELETAL SYSTEMS (R25-R29),
R77,Other abnormalities of plasma proteins,,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R32,Unspecified urinary incontinence,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE GENITOURINARY SYSTEM (R30-R39),
R22,"Localized swelling, mass and lump of skin, subcu",,ICD10,SYMPTOMS AND SIGNS INVOLVING THE SKIN AND SUBCUTANEOUS TISSUE (R20-R23),
R60,"Edema, not elsewhere classified",,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R34,Anuria and oliguria,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE GENITOURINARY SYSTEM (R30-R39),
R92,Abnormal and inconclusive findings on dx imaging of breast,,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R25,Abnormal involuntary movements,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE NERVOUS AND MUSCULOSKELETAL SYSTEMS (R25-R29),
R73,Elevated blood glucose level,,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R44,Oth symptoms and signs w general sensations and perceptions,,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R94,Abnormal results of function studies,,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R93,Abnormal findings on diagnostic imaging of body structures,,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R06,Abnormalities of breathing,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE CIRCULATORY AND RESPIRATORY SYSTEMS (R00-R09),
R11,Nausea and vomiting,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE DIGESTIVE SYSTEM AND ABDOMEN (R10-R19),
R33,Retention of urine,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE GENITOURINARY SYSTEM (R30-R39),
R05,Cough,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE CIRCULATORY AND RESPIRATORY SYSTEMS (R00-R09),
R62,Lack of expected normal physiol dev in childhood and adults,,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R63,Symptoms and signs concerning food and fluid intake,,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R03,"Abnormal blood-pressure reading, without diagnosis",,ICD10,SYMPTOMS AND SIGNS INVOLVING THE CIRCULATORY AND RESPIRATORY SYSTEMS (R00-R09),
R30,Pain associated with micturition,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE GENITOURINARY SYSTEM (R30-R39),
R90,Abnormal findings on diagnostic imaging of cnsl,,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R45,Symptoms and signs involving emotional state,,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R35,Polyuria,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE GENITOURINARY SYSTEM (R30-R39),
R15,Fecal incontinence,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE DIGESTIVE SYSTEM AND ABDOMEN (R10-R19),
R18,Ascites,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE DIGESTIVE SYSTEM AND ABDOMEN (R10-R19),
R42,Dizziness and giddiness,,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R938,Abnormal findings on diagnostic imaging of body structures,,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R9381,Abnormal radiologic findings on diagnostic imaging of testis,,ICD10,"ABNORMAL FINDINGS ON DIAGNOSTIC IMAGING AND IN FUNCTION STUDIES, WITHOUT DIAGNOSIS (R90-R94)",
R79,Other abnormal findings of blood chemistry,,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF BLOOD, WITHOUT DIAGNOSIS (R70-R79)",
R8299,Other abnormal findings in urine,,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R49,Voice and resonance disorders,,ICD10,SYMPTOMS AND SIGNS INVOLVING SPEECH AND VOICE (R47-R49),
R46,Symptoms and signs involving appearance and behavior,,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
R58,"Hemorrhage, not elsewhere classified",,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R04,Hemorrhage from respiratory passages,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE CIRCULATORY AND RESPIRATORY SYSTEMS (R00-R09),
R36,Urethral discharge,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE GENITOURINARY SYSTEM (R30-R39),
R81,Glycosuria,,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
R12,Heartburn,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE DIGESTIVE SYSTEM AND ABDOMEN (R10-R19),
R14,Flatulence and related conditions,,ICD10,SYMPTOMS AND SIGNS INVOLVING THE DIGESTIVE SYSTEM AND ABDOMEN (R10-R19),
R97,Abnormal tumor markers,,ICD10,ABNORMAL TUMOR MARKERS (R97),
R54,Age-related physical debility,,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R16,"Hepatomegaly and splenomegaly, not elsewhere classified",,ICD10,SYMPTOMS AND SIGNS INVOLVING THE DIGESTIVE SYSTEM AND ABDOMEN (R10-R19),
R633,Feeding difficulties,,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R59,Enlarged lymph nodes,,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
R828,Abnormal findings on cytolog and histolog exam of urine,,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
