DIAGNOSISCODE,DIAGNOSISCODEDESCRIPTION,PARENTDIAGNOSISCODE,DIAGNOSISCODESET,DIAGNOSISCODEGROUP,SUBCATEGORY
M62831,Muscle spasm of calf,M6283,ICD10,DISORDERS OF MUSCLES (M60-M63),
Z651,Imprisonment and other incarceration,Z65,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO SOCIOECONOMIC AND PSYCHOSOCIAL CIRCUMSTANCES (Z55-Z65),
I159,"Secondary hypertension, unspecified",I15,ICD10,HYPERTENSIVE DISEASES (I10-I15),
F1410,"Cocaine abuse, uncomplicated",F141,ICD10,MENTAL AND BEHAVIORAL DISORDERS DUE TO PSYCHOACTIVE SUBSTANCE USE (F10-F19),
I970,Postcardiotomy syndrome,I97,ICD10,OTHER AND UNSPECIFIED DISORDERS OF THE CIRCULATORY SYSTEM (I95-I99),
K51018,Ulcerative (chronic) pancolitis with other complication,K5101,ICD10,NONINFECTIVE ENTERITIS AND COLITIS (K50-K52),
Z91038,Other insect allergy status,Z9103,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
I82403,"Acute embolism and thombos unsp deep veins of low extrm, bi",I8240,ICD10,"DISEASES OF VEINS, LYMPHATIC VESSELS AND LYMPH NODES, NOT ELSEWHERE CLASSIFIED (I80-I89)",
S61012A,"Laceration w/o fb of left thumb w/o damage to nail, init",S61012,ICD10,"INJURIES TO THE WRIST, HAND AND FINGERS (S60-S69)",
Q7960,"Ehlers-Danlos syndrome, unspecified",Q796,ICD10,CONGENITAL MALFORMATIONS AND DEFORMATIONS OF THE MUSCULOSKELETAL SYSTEM (Q65-Q79),
M0000,"Staphylococcal arthritis, unspecified joint",M000,ICD10,INFECTIOUS ARTHROPATHIES (M00-M02),
G919,"Hydrocephalus, unspecified",G91,ICD10,OTHER DISORDERS OF THE NERVOUS SYSTEM (G89-G99),
S301XXA,"Contusion of abdominal wall, initial encounter",S301,ICD10,"INJURIES TO THE ABDOMEN, LOWER BACK, LUMBAR SPINE, PELVIS AND EXTERNAL GENITALS (S30-S39)",
W260XXD,"Contact with knife, subsequent encounter",W260,ICD10,EXPOSURE TO INANIMATE MECHANICAL FORCES (W20-W49),
D72828,Other elevated white blood cell count,D7282,ICD10,OTHER DISORDERS OF BLOOD AND BLOOD-FORMING ORGANS (D70-D77),
S81801A,"Unspecified open wound, right lower leg, initial encounter",S81801,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
Z4901,Encounter for fit/adjst of extracorporeal dialysis catheter,Z490,ICD10,ENCOUNTERS FOR OTHER SPECIFIC HEALTH CARE (Z40-Z53),
T604X1A,"Toxic effect of rodenticides, accidental, init",T604X1,ICD10,TOXIC EFFECTS OF SUBSTANCES CHIEFLY NONMEDICINAL AS TO SOURCE (T51-T65),
R3982,Chronic bladder pain,R398,ICD10,SYMPTOMS AND SIGNS INVOLVING THE GENITOURINARY SYSTEM (R30-R39),
J3800,"Paralysis of vocal cords and larynx, unspecified",J380,ICD10,OTHER DISEASES OF UPPER RESPIRATORY TRACT (J30-J39),
Z299,"Encounter for prophylactic measures, unspecified",Z29,ICD10,662,
T84020D,"Dislocation of internal right hip prosthesis, subs encntr",T84020,ICD10,"COMPLICATIONS OF SURGICAL AND MEDICAL CARE, NOT ELSEWHERE CLASSIFIED (T80-T88)",
F332,"Major depressv disorder, recurrent severe w/o psych features",F33,ICD10,MOOD [AFFECTIVE] DISORDERS (F30-F39),
J709,Respiratory conditions due to unspecified external agent,J70,ICD10,LUNG DISEASES DUE TO EXTERNAL AGENTS (J60-J70),
C9510,Chronic leukemia of unsp cell type not achieve remission,C951,ICD10,"MALIGNANT NEOPLASMS OF LYMPHOID, HEMATOPOIETIC AND RELATED TISSUE (C81-C96)",
M21611,Bunion of right foot,M2161,ICD10,OTHER JOINT DISORDERS (M20-M25),
F0281,"Dem in other dis classd elswhr, unsp sev, with beh distrb",,ICD10,MENTAL DISORDERS DUE TO KNOWN PHYSIOLOGICAL CONDITIONS (F01-F09),
M13861,"Other specified arthritis, right knee",M1386,ICD10,INFLAMMATORY POLYARTHROPATHIES (M05-M14),
I25119,Athscl heart disease of native cor art w unsp ang pctrs,I2511,ICD10,ISCHEMIC HEART DISEASES (I20-I25),
J449,"Chronic obstructive pulmonary disease, unspecified",J44,ICD10,CHRONIC LOWER RESPIRATORY DISEASES (J40-J47),
E538,Deficiency of other specified B group vitamins,E53,ICD10,OTHER NUTRITIONAL DEFICIENCIES (E50-E64),
M25372,"Other instability, left ankle",M2537,ICD10,OTHER JOINT DISORDERS (M20-M25),
R102,Pelvic and perineal pain,R10,ICD10,SYMPTOMS AND SIGNS INVOLVING THE DIGESTIVE SYSTEM AND ABDOMEN (R10-R19),
Z720,Tobacco use,Z72,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN OTHER CIRCUMSTANCES (Z69-Z76),
C8590,"Non-Hodgkin lymphoma, unspecified, unspecified site",C859,ICD10,"MALIGNANT NEOPLASMS OF LYMPHOID, HEMATOPOIETIC AND RELATED TISSUE (C81-C96)",
M4316,"Spondylolisthesis, lumbar region",M431,ICD10,DEFORMING DORSOPATHIES (M40-M43),
E8020,Unspecified porphyria,E802,ICD10,METABOLIC DISORDERS (E70-E88),
S76011A,"Strain of muscle, fascia and tendon of right hip, init",S76011,ICD10,INJURIES TO THE HIP AND THIGH (S70-S79),
K1120,"Sialoadenitis, unspecified",K112,ICD10,DISEASES OF ORAL CAVITY AND SALIVARY GLANDS (K00-K14),
J45902,Unspecified asthma with status asthmaticus,J4590,ICD10,CHRONIC LOWER RESPIRATORY DISEASES (J40-J47),
T7841XD,"Arthus phenomenon, subsequent encounter",T7841,ICD10,OTHER AND UNSPECIFIED EFFECTS OF EXTERNAL CAUSES (T66-T78),
L738,Other specified follicular disorders,L73,ICD10,DISORDERS OF SKIN APPENDAGES (L60-L75),
S62600A,"Fracture of unsp phalanx of right index finger, init",S62600,ICD10,"INJURIES TO THE WRIST, HAND AND FINGERS (S60-S69)",
J0391,"Acute recurrent tonsillitis, unspecified",J039,ICD10,ACUTE UPPER RESPIRATORY INFECTIONS (J00-J06),
I330,Acute and subacute infective endocarditis,I33,ICD10,OTHER FORMS OF HEART DISEASE (I30-I52),
C8330,"Diffuse large B-cell lymphoma, unspecified site",C833,ICD10,"MALIGNANT NEOPLASMS OF LYMPHOID, HEMATOPOIETIC AND RELATED TISSUE (C81-C96)",
S72145A,"Nondisplaced intertrochanteric fracture of left femur, init",S72145,ICD10,INJURIES TO THE HIP AND THIGH (S70-S79),
M84750D,"Atypical femoral fracture, unspecified, 7thD",M84750,ICD10,DISORDERS OF BONE DENSITY AND STRUCTURE (M80-M85),
S22079A,"Unsp fracture of T9-T10 vertebra, init for clos fx",S22079,ICD10,INJURIES TO THE THORAX (S20-S29),
T3695XA,"Adverse effect of unsp systemic antibiotic, init encntr",T3695,ICD10,"POISONING BY, ADVERSE EFFECTS OF AND UNDERDOSING OF DRUGS, MEDICAMENTS AND BIOLOGICAL SUBSTANCES (T36-T50)",
S9304XA,"Dislocation of right ankle joint, initial encounter",S9304,ICD10,INJURIES TO THE ANKLE AND FOOT (S90-S99),
T887XXA,"Unsp adverse effect of drug or medicament, init encntr",T887,ICD10,"COMPLICATIONS OF SURGICAL AND MEDICAL CARE, NOT ELSEWHERE CLASSIFIED (T80-T88)",
F1021,"Alcohol dependence, in remission",F102,ICD10,MENTAL AND BEHAVIORAL DISORDERS DUE TO PSYCHOACTIVE SUBSTANCE USE (F10-F19),
S92911A,"Unsp fracture of right toe(s), init for clos fx",S92911,ICD10,INJURIES TO THE ANKLE AND FOOT (S90-S99),
I674,Hypertensive encephalopathy,I67,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
R809,"Proteinuria, unspecified",R80,ICD10,"ABNORMAL FINDINGS ON EXAMINATION OF URINE, WITHOUT DIAGNOSIS (R80-R82)",
H538,Other visual disturbances,H53,ICD10,VISUAL DISTURBANCES AND BLINDNESS (H53-H54),
I409,"Acute myocarditis, unspecified",I40,ICD10,OTHER FORMS OF HEART DISEASE (I30-I52),
F13120,"Sedatv/hyp/anxiolytc abuse w intoxication, uncomplicated",F1312,ICD10,MENTAL AND BEHAVIORAL DISORDERS DUE TO PSYCHOACTIVE SUBSTANCE USE (F10-F19),
M19072,"Primary osteoarthritis, left ankle and foot",M1907,ICD10,OSTEOARTHRITIS (M15-M19),
H7091,"Unspecified mastoiditis, right ear",H709,ICD10,DISEASES OF MIDDLE EAR AND MASTOID (H65-H75),
B181,Chronic viral hepatitis B without delta-agent,B18,ICD10,VIRAL HEPATITIS (B15-B19),
H5310,Unspecified subjective visual disturbances,H531,ICD10,VISUAL DISTURBANCES AND BLINDNESS (H53-H54),
I130,Hyp hrt & chr kdny dis w hrt fail and stg 1-4/unsp chr kdny,I13,ICD10,HYPERTENSIVE DISEASES (I10-I16),
L255,"Unspecified contact dermatitis due to plants, except food",L25,ICD10,DERMATITIS AND ECZEMA (L20-L30),
M4317,"Spondylolisthesis, lumbosacral region",M431,ICD10,DEFORMING DORSOPATHIES (M40-M43),
M5416,"Radiculopathy, lumbar region",M541,ICD10,OTHER DORSOPATHIES (M50-M54),
N135,Crossing vessel and stricture of ureter w/o hydronephrosis,N13,ICD10,RENAL TUBULO-INTERSTITIAL DISEASES (N10-N16),
Z89429,"Acquired absence of other toe(s), unspecified side",Z8942,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
B369,"Superficial mycosis, unspecified",B36,ICD10,MYCOSES (B35-B49),
M19032,"Primary osteoarthritis, left wrist",M1903,ICD10,OSTEOARTHRITIS (M15-M19),
L98499,Non-pressure chronic ulcer of skin of sites w unsp severity,L9849,ICD10,OTHER DISORDERS OF THE SKIN AND SUBCUTANEOUS TISSUE (L80-L99),
E1040,"Type 1 diabetes mellitus with diabetic neuropathy, unsp",E104,ICD10,DIABETES MELLITUS (E08-E13),
S52572A,"Oth intartic fracture of lower end of left radius, init",S52572,ICD10,INJURIES TO THE ELBOW AND FOREARM (S50-S59),
W1789XA,"Other fall from one level to another, initial encounter",W1789,ICD10,"SLIPPING, TRIPPING, STUMBLING AND FALLS (W00-W19)",
Z8611,Personal history of tuberculosis,Z861,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
I70243,Athscl native arteries of left leg w ulceration of ankle,I7024,ICD10,"DISEASES OF ARTERIES, ARTERIOLES AND CAPILLARIES (I70-I79)",
D563,Thalassemia minor,D56,ICD10,HEMOLYTIC ANEMIAS (D55-D59),
M349,"Systemic sclerosis, unspecified",M34,ICD10,SYSTEMIC CONNECTIVE TISSUE DISORDERS (M30-M36),
M5414,"Radiculopathy, thoracic region",M541,ICD10,OTHER DORSOPATHIES (M50-M54),
R69,"Illness, unspecified",,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
W458XXA,"Oth foreign body or object entering through skin, init",W458,ICD10,EXPOSURE TO INANIMATE MECHANICAL FORCES (W20-W49),
Z808,Family history of malignant neoplasm of organs or systems,Z80,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
I5189,Other ill-defined heart diseases,I518,ICD10,OTHER FORMS OF HEART DISEASE (I30-I5A),
L02416,Cutaneous abscess of left lower limb,L0241,ICD10,INFECTIONS OF THE SKIN AND SUBCUTANEOUS TISSUE (L00-L08),
G43829,"Menstrual migraine, not intractable, w/o status migrainosus",G4382,ICD10,EPISODIC AND PAROXYSMAL DISORDERS (G40-G47),
L608,Other nail disorders,L60,ICD10,DISORDERS OF SKIN APPENDAGES (L60-L75),
F5001,"Anorexia nervosa, restricting type",F500,ICD10,BEHAVIORAL SYNDROMES ASSOCIATED WITH PHYSIOLOGICAL DISTURBANCES AND PHYSICAL FACTORS (F50-F59),
L98491,Non-prs chronic ulcer skin/ sites limited to brkdwn skin,L9849,ICD10,OTHER DISORDERS OF THE SKIN AND SUBCUTANEOUS TISSUE (L80-L99),
H8101,"Meniere's disease, right ear",H810,ICD10,DISEASES OF INNER EAR (H80-H83),
K56690,Other partial intestinal obstruction,K5669,ICD10,OTHER DISEASES OF INTESTINES (K55-K64),
L819,"Disorder of pigmentation, unspecified",L81,ICD10,OTHER DISORDERS OF THE SKIN AND SUBCUTANEOUS TISSUE (L80-L99),
N924,Excessive bleeding in the premenopausal period,N92,ICD10,NONINFLAMMATORY DISORDERS OF FEMALE GENITAL TRACT (N80-N98),
G8912,Acute post-thoracotomy pain,G891,ICD10,OTHER DISORDERS OF THE NERVOUS SYSTEM (G89-G99),
E7849,Other hyperlipidemia,E784,ICD10,METABOLIC DISORDERS (E70-E88),
M25669,"Stiffness of unspecified knee, not elsewhere classified",M2566,ICD10,OTHER JOINT DISORDERS (M20-M25),
Q249,"Congenital malformation of heart, unspecified",Q24,ICD10,CONGENITAL MALFORMATIONS OF THE CIRCULATORY SYSTEM (Q20-Q28),
L97212,Non-pressure chronic ulcer of right calf w fat layer exposed,L9721,ICD10,OTHER DISORDERS OF THE SKIN AND SUBCUTANEOUS TISSUE (L80-L99),
Z952,Presence of prosthetic heart valve,Z95,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
E0821,Diabetes due to underlying condition w diabetic nephropathy,E082,ICD10,DIABETES MELLITUS (E08-E13),
H814,Vertigo of central origin,H81,ICD10,DISEASES OF INNER EAR (H80-H83),
C884,Extrnod mrgnl zn B-cell lymph of mucosa-assoc lymphoid tiss,C88,ICD10,"MALIGNANT NEOPLASMS OF LYMPHOID, HEMATOPOIETIC AND RELATED TISSUE (C81-C96)",
M47819,"Spondylosis without myelopathy or radiculopathy, site unsp",M4781,ICD10,SPONDYLOPATHIES (M45-M49),
M7602,"Gluteal tendinitis, left hip",M760,ICD10,OTHER SOFT TISSUE DISORDERS (M70-M79),
G44209,"Tension-type headache, unspecified, not intractable",G4420,ICD10,EPISODIC AND PAROXYSMAL DISORDERS (G40-G47),
K51911,"Ulcerative colitis, unspecified with rectal bleeding",K5191,ICD10,NONINFECTIVE ENTERITIS AND COLITIS (K50-K52),
S39012D,"Strain of muscle, fascia and tendon of lower back, subs",S39012,ICD10,"INJURIES TO THE ABDOMEN, LOWER BACK, LUMBAR SPINE, PELVIS AND EXTERNAL GENITALS (S30-S39)",
G729,"Myopathy, unspecified",G72,ICD10,DISEASES OF MYONEURAL JUNCTION AND MUSCLE (G70-G73),
N19,Unspecified kidney failure,,ICD10,ACUTE KIDNEY FAILURE AND CHRONIC KIDNEY DISEASE (N17-N19),
E569,"Vitamin deficiency, unspecified",E56,ICD10,OTHER NUTRITIONAL DEFICIENCIES (E50-E64),
M4856XA,"Collapsed vertebra, NEC, lumbar region, init",M4856,ICD10,SPONDYLOPATHIES (M45-M49),
G8918,Other acute postprocedural pain,G891,ICD10,OTHER DISORDERS OF THE NERVOUS SYSTEM (G89-G99),
I82409,Acute embolism and thombos unsp deep vn unsp lower extremity,I8240,ICD10,"DISEASES OF VEINS, LYMPHATIC VESSELS AND LYMPH NODES, NOT ELSEWHERE CLASSIFIED (I80-I89)",
N390,"Urinary tract infection, site not specified",N39,ICD10,OTHER DISEASES OF THE URINARY SYSTEM (N30-N39),
K6289,Other specified diseases of anus and rectum,K628,ICD10,OTHER DISEASES OF INTESTINES (K55-K64),
L03119,Cellulitis of unspecified part of limb,L0311,ICD10,INFECTIONS OF THE SKIN AND SUBCUTANEOUS TISSUE (L00-L08),
F17220,"Nicotine dependence, chewing tobacco, uncomplicated",F1722,ICD10,MENTAL AND BEHAVIORAL DISORDERS DUE TO PSYCHOACTIVE SUBSTANCE USE (F10-F19),
M1611,"Unilateral primary osteoarthritis, right hip",M161,ICD10,OSTEOARTHRITIS (M15-M19),
S42402G,"Unsp fx lower end of l humerus, subs for fx w delay heal",S42402,ICD10,INJURIES TO THE SHOULDER AND UPPER ARM (S40-S49),
K8067,Calculus of GB and bile duct w ac and chr cholecyst w obst,K806,ICD10,"DISORDERS OF GALLBLADDER, BILIARY TRACT AND PANCREAS (K80-K87)",
S82402B,"Unsp fx shaft of left fibula, init for opn fx type I/2",S82402,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
M3500,"Sjogren syndrome, unspecified",M350,ICD10,SYSTEMIC CONNECTIVE TISSUE DISORDERS (M30-M36),
G4751,Confusional arousals,G475,ICD10,EPISODIC AND PAROXYSMAL DISORDERS (G40-G47),
K265,Chronic or unspecified duodenal ulcer with perforation,K26,ICD10,"DISEASES OF ESOPHAGUS, STOMACH AND DUODENUM (K20-K31)",
S32591D,"Oth fracture of right pubis, subs for fx w routn heal",S32591,ICD10,"INJURIES TO THE ABDOMEN, LOWER BACK, LUMBAR SPINE, PELVIS AND EXTERNAL GENITALS (S30-S39)",
C659,Malignant neoplasm of unspecified renal pelvis,C65,ICD10,MALIGNANT NEOPLASMS OF URINARY TRACT (C64-C68),
E7841,Elevated Lipoprotein(a),E784,ICD10,METABOLIC DISORDERS (E70-E88),
G7001,Myasthenia gravis with (acute) exacerbation,G700,ICD10,DISEASES OF MYONEURAL JUNCTION AND MUSCLE (G70-G73),
H01026,"Squamous blepharitis left eye, unspecified eyelid",H0102,ICD10,"DISORDERS OF EYELID, LACRIMAL SYSTEM AND ORBIT (H00-H05)",
S83221D,"Prph tear of medial meniscus, current injury, r knee, subs",S83221,ICD10,INJURIES TO THE KNEE AND LOWER LEG (S80-S89),
S91331A,"Puncture wound without foreign body, right foot, init encntr",S91331,ICD10,INJURIES TO THE ANKLE AND FOOT (S90-S99),
I97618,Postproc hemor/hemtom of circ sys org fol oth circ sys proc,I9761,ICD10,OTHER AND UNSPECIFIED DISORDERS OF THE CIRCULATORY SYSTEM (I95-I99),
L03221,Cellulitis of neck,L0322,ICD10,INFECTIONS OF THE SKIN AND SUBCUTANEOUS TISSUE (L00-L08),
G5710,"Meralgia paresthetica, unspecified lower limb",G571,ICD10,"NERVE, NERVE ROOT AND PLEXUS DISORDERS (G50-G59)",
D0919,Carcinoma in situ of other urinary organs,D091,ICD10,IN SITU NEOPLASMS (D00-D09),
I440,"Atrioventricular block, first degree",I44,ICD10,OTHER FORMS OF HEART DISEASE (I30-I5A),
F2089,Other schizophrenia,F208,ICD10,"SCHIZOPHRENIA, SCHIZOTYPAL, DELUSIONAL, AND OTHER NON-MOOD PSYCHOTIC DISORDERS (F20-F29)",
T83729A,"Exposure of other prosth matrl into organ or tissue, init",T83729,ICD10,"COMPLICATIONS OF SURGICAL AND MEDICAL CARE, NOT ELSEWHERE CLASSIFIED (T80-T88)",
S90422D,"Blister (nonthermal), left great toe, subsequent encounter",S90422,ICD10,INJURIES TO THE ANKLE AND FOOT (S90-S99),
I25730,Athscl nonautologous biological CABG w unstable ang pctrs,I2573,ICD10,ISCHEMIC HEART DISEASES (I20-I25),
E662,Morbid (severe) obesity with alveolar hypoventilation,E66,ICD10,"OVERWEIGHT, OBESITY AND OTHER HYPERALIMENTATION (E65-E68)",
C3400,Malignant neoplasm of unspecified main bronchus,C340,ICD10,MALIGNANT NEOPLASMS OF RESPIRATORY AND INTRATHORACIC ORGANS (C30-C39),
F1123,Opioid dependence with withdrawal,F112,ICD10,MENTAL AND BEHAVIORAL DISORDERS DUE TO PSYCHOACTIVE SUBSTANCE USE (F10-F19),
Z91018,Allergy to other foods,Z9101,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z539,"Procedure and treatment not carried out, unspecified reason",Z53,ICD10,ENCOUNTERS FOR OTHER SPECIFIC HEALTH CARE (Z40-Z53),
E639,"Nutritional deficiency, unspecified",E63,ICD10,OTHER NUTRITIONAL DEFICIENCIES (E50-E64),
Q6651,"Congenital pes planus, right foot",Q665,ICD10,CONGENITAL MALFORMATIONS AND DEFORMATIONS OF THE MUSCULOSKELETAL SYSTEM (Q65-Q79),
M67471,"Ganglion, right ankle and foot",M6747,ICD10,DISORDERS OF SYNOVIUM AND TENDON (M65-M67),
L815,"Leukoderma, not elsewhere classified",L81,ICD10,OTHER DISORDERS OF THE SKIN AND SUBCUTANEOUS TISSUE (L80-L99),
N6009,Solitary cyst of unspecified breast,N600,ICD10,DISORDERS OF BREAST (N60-N65),
I69919,Unsp symp and signs w cogn fnctns fol unsp cerebvasc disease,I6991,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
I63542,Cereb infrc due to unsp occls or stenos of left cereblr art,I6354,ICD10,CEREBROVASCULAR DISEASES (I60-I69),
R404,Transient alteration of awareness,R40,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
Z471,Aftercare following joint replacement surgery,Z47,ICD10,ENCOUNTERS FOR OTHER SPECIFIC HEALTH CARE (Z40-Z53),
O24419,"Gestational diabetes mellitus in pregnancy, unsp control",O2441,ICD10,OTHER MATERNAL DISORDERS PREDOMINANTLY RELATED TO PREGNANCY (O20-O29),
J4541,Moderate persistent asthma with (acute) exacerbation,J454,ICD10,CHRONIC LOWER RESPIRATORY DISEASES (J40-J47),
C50312,Malig neoplasm of lower-inner quadrant of left female breast,C5031,ICD10,MALIGNANT NEOPLASMS OF BREAST (C50),
J470,Bronchiectasis with acute lower respiratory infection,J47,ICD10,CHRONIC LOWER RESPIRATORY DISEASES (J40-J47),
Z7729,Contact w and (suspected ) exposure to oth hazardous substnc,Z772,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
Z791,Long term (current) use of non-steroidal non-inflam (NSAID),Z79,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
N35919,"Unspecified urethral stricture, male, unspecified site",N3591,ICD10,OTHER DISEASES OF THE URINARY SYSTEM (N30-N39),
R599,"Enlarged lymph nodes, unspecified",R59,ICD10,GENERAL SYMPTOMS AND SIGNS (R50-R69),
H02109,"Unspecified ectropion of unspecified eye, unspecified eyelid",H0210,ICD10,"DISORDERS OF EYELID, LACRIMAL SYSTEM AND ORBIT (H00-H05)",
F0283,"Dem in other dis classd elswhr, unsp sev, with mood distrb",F028,ICD10,MENTAL DISORDERS DUE TO KNOWN PHYSIOLOGICAL CONDITIONS (F01-F09),
H1032,"Unspecified acute conjunctivitis, left eye",H103,ICD10,DISORDERS OF CONJUNCTIVA (H10-H11),
R448,Oth symptoms and signs w general sensations and perceptions,R44,ICD10,"SYMPTOMS AND SIGNS INVOLVING COGNITION, PERCEPTION, EMOTIONAL STATE AND BEHAVIOR (R40-R46)",
K8037,Calculus of bile duct w acute and chronic cholangitis w obst,K803,ICD10,"DISORDERS OF GALLBLADDER, BILIARY TRACT AND PANCREAS (K80-K87)",
E441,Mild protein-calorie malnutrition,E44,ICD10,MALNUTRITION (E40-E46),
T8453XA,"Infect/inflm reaction due to internal r knee prosth, init",T8453,ICD10,"COMPLICATIONS OF SURGICAL AND MEDICAL CARE, NOT ELSEWHERE CLASSIFIED (T80-T88)",
K5902,Outlet dysfunction constipation,K590,ICD10,OTHER DISEASES OF INTESTINES (K55-K64),
C50912,Malignant neoplasm of unspecified site of left female breast,C5091,ICD10,MALIGNANT NEOPLASMS OF BREAST (C50),
Z8659,Personal history of other mental and behavioral disorders,Z865,ICD10,PERSONS WITH POTENTIAL HEALTH HAZARDS RELATED TO FAMILY AND PERSONAL HISTORY AND CERTAIN CONDITIONS INFLUENCING HEALTH STATUS (Z77-Z99),
I517,Cardiomegaly,I51,ICD10,OTHER FORMS OF HEART DISEASE (I30-I52),
E1165,Type 2 diabetes mellitus with hyperglycemia,E116,ICD10,DIABETES MELLITUS (E08-E13),
H6693,"Otitis media, unspecified, bilateral",H669,ICD10,DISEASES OF MIDDLE EAR AND MASTOID (H65-H75),
Q909,"Down syndrome, unspecified",Q90,ICD10,"CHROMOSOMAL ABNORMALITIES, NOT ELSEWHERE CLASSIFIED (Q90-Q99)",
I724,Aneurysm of artery of lower extremity,I72,ICD10,"DISEASES OF ARTERIES, ARTERIOLES AND CAPILLARIES (I70-I79)",
Z392,Encounter for routine postpartum follow-up,Z39,ICD10,PERSONS ENCOUNTERING HEALTH SERVICES IN CIRCUMSTANCES RELATED TO REPRODUCTION (Z30-Z39),
M069,"Rheumatoid arthritis, unspecified",M06,ICD10,INFLAMMATORY POLYARTHROPATHIES (M05-M14),
L089,"Local infection of the skin and subcutaneous tissue, unsp",L08,ICD10,INFECTIONS OF THE SKIN AND SUBCUTANEOUS TISSUE (L00-L08),
D0000,"Carcinoma in situ of oral cavity, unspecified site",D000,ICD10,IN SITU NEOPLASMS (D00-D09),
J300,Vasomotor rhinitis,J30,ICD10,OTHER DISEASES OF UPPER RESPIRATORY TRACT (J30-J39),
R259,Unspecified abnormal involuntary movements,R25,ICD10,SYMPTOMS AND SIGNS INVOLVING THE NERVOUS AND MUSCULOSKELETAL SYSTEMS (R25-R29),
M898X4,"Other specified disorders of bone, hand",M898X,ICD10,OTHER OSTEOPATHIES (M86-M90),
